"activityLabel","chebiID"
"Tropacocain","CHEBI_9755"
"Tropine","CHEBI_15884"
"Acutumidine","CHEBI_2452"
"Alchorneine","CHEBI_2551"
"Cephalomannine;Taxol B","CHEBI_3536"
"Cephalomannine","CHEBI_3536"
"Taxol B","CHEBI_3536"
"Crinasiadine","CHEBI_3915"
"Crinasiatine","CHEBI_3916"
"Exserohilone","CHEBI_4954"
"Maytansine","CHEBI_6701"
"Pilosine","CHEBI_8209"
"Securinine","CHEBI_9079"
"Carthamone","CHEBI_3439"
"Cyanidin 3-rutinoside","CHEBI_16726"
"Cyanidin 3-rutinoside","CHEBI_28064"
"Albanol A;Mulberrofuran G","CHEBI_2544"
"Albanol A","CHEBI_2544"
"Mulberrofuran G","CHEBI_2544"
"Griseofulvin","CHEBI_27779"
"6-Hydroxytremetone","CHEBI_2202"
"6-Methoxy-alpha-pyrufuran","CHEBI_2209"
"Cimifugin","CHEBI_3701"
"Encecalin","CHEBI_4789"
"Khellin","CHEBI_6133"
"Chalepensin","CHEBI_3572"
"Coumermycin A1","CHEBI_3907"
"Decuroside III","CHEBI_4352"
"Decursinol","CHEBI_4354"
"Dihydrosamidin","CHEBI_4583"
"Aesculetin;Esculetin;6,7-Dihydroxycoumarin","CHEBI_490095"
"6,7-Dihydroxycoumarin","CHEBI_490095"
"Aesculetin","CHEBI_490095"
"Esculetin","CHEBI_490095"
"Nodakenetin","CHEBI_132623"
"Visnadin","CHEBI_10001"
"Coumestrol;Cumestrol;3,9-Dihydroxycoumestan","CHEBI_3908"
"3,9-Dihydroxycoumestan","CHEBI_3908"
"Coumestrol","CHEBI_3908"
"Cumestrol","CHEBI_3908"
"Daidzin;Daidzein 7-O-glucoside;Daidzoside","CHEBI_42202"
"Daidzein 7-O-glucoside","CHEBI_42202"
"Daidzin","CHEBI_42202"
"Daidzoside","CHEBI_42202"
"Deguelin;(-)-cis-Deguelin","CHEBI_4357"
"(-)-cis-Deguelin","CHEBI_4357"
"Deguelin","CHEBI_4357"
"(-)-Glyceollin II","CHEBI_52127"
"12a-Hydroxyrotenone;Rotenolone","CHEBI_68051"
"12a-Hydroxyrotenone","CHEBI_68051"
"Rotenolone","CHEBI_68051"
"Osajin","CHEBI_7797"
"Sativan;(-)-Sativan","CHEBI_115"
"(-)-Sativan","CHEBI_115"
"Sativan","CHEBI_115"
"Sayanedine","CHEBI_9045"
"Tectorigenin;5,7,4'-Trihydroxy-6-methoxyisoflavone","CHEBI_9429"
"5,7,4'-Trihydroxy-6-methoxyisoflavone","CHEBI_9429"
"Tectorigenin","CHEBI_9429"
"(-)-Variabilin;Homopisatin;6a-Hydroxy-3,9-dimethoxypterocarpan","CHEBI_123"
"(-)-Variabilin","CHEBI_123"
"6a-Hydroxy-3,9-dimethoxypterocarpan","CHEBI_123"
"Homopisatin","CHEBI_123"
"Austrobailignan 1","CHEBI_2932"
"5'-Demethoxydeoxypodophyllotoxin;Morelensin","CHEBI_1959"
"5'-Demethoxydeoxypodophyllotoxin","CHEBI_1959"
"Morelensin","CHEBI_1959"
"4'-Demethyldeoxypodophyllotoxin","CHEBI_1729"
"4'-Demethylpodophyllotoxin;4-Demethyl-podophyllotoxin","CHEBI_1730"
"4'-Demethylpodophyllotoxin","CHEBI_1730"
"4-Demethyl-podophyllotoxin","CHEBI_1730"
"(-)-Deoxypodorhizone;Dihydroanhydropodorhizol;(-)-Yatein;Yatein","CHEBI_4553"
"(-)-Deoxypodorhizone","CHEBI_4553"
"(-)-Yatein","CHEBI_4553"
"Dihydroanhydropodorhizol","CHEBI_4553"
"Yatein","CHEBI_4553"
"Fargesone A","CHEBI_4976"
"Magnosalicin","CHEBI_6644"
"Styraxin","CHEBI_9295"
"Acanthoside B;Eleutheroside E1;(+)-Syringaresinol 4'-O-beta-glucopyranoside;(+)-Syringaresinol O-beta-D-glucoside;(+)-Syringaresinol-4-O-beta-D-glucopyranoside","CHEBI_28603"
"(+)-Syringaresinol 4'-O-beta-glucopyranoside","CHEBI_28603"
"(+)-Syringaresinol O-beta-D-glucoside","CHEBI_28603"
"(+)-Syringaresinol-4-O-beta-D-glucopyranoside","CHEBI_28603"
"Acanthoside B","CHEBI_28603"
"Eleutheroside E1","CHEBI_28603"
"Cannabidiol","CHEBI_69478"
"Catechol;Pyrocatechol","CHEBI_18135"
"Catechol","CHEBI_18135"
"Pyrocatechol","CHEBI_18135"
"Orcinol","CHEBI_16536"
"Phenol","CHEBI_15882"
"Piperonal","CHEBI_8240"
"Pyrogallol","CHEBI_16164"
"Trichocarpin","CHEBI_9687"
"Acetosyringone","CHEBI_2404"
"Piceol;4'-Hydroxyacetophenone;p-Hydroxyacetophenone","CHEBI_28032"
"4'-Hydroxyacetophenone","CHEBI_28032"
"Piceol","CHEBI_28032"
"p-Hydroxyacetophenone","CHEBI_28032"
"Lupulone","CHEBI_6574"
"Tricyclodehydroisohumulone","CHEBI_9698"
"1'-Acetoxychavicol acetate","CHEBI_469"
"1'-Acetoxyeugenol acetate","CHEBI_470"
"Echinacoside","CHEBI_4745"
"Elemicin","CHEBI_4771"
"Forsythiaside;Forsythoside A","CHEBI_5160"
"Forsythiaside","CHEBI_5160"
"Forsythoside A","CHEBI_5160"
"Jionoside B1","CHEBI_6090"
"Orobanchoside","CHEBI_7785"
"Safrole","CHEBI_8994"
"Acteoside;Verbascoside;Kusaginin","CHEBI_132853"
"Acteoside","CHEBI_132853"
"Kusaginin","CHEBI_132853"
"Verbascoside","CHEBI_132853"
"1-Hydroxy-2-methoxyanthraquinoneAlizarin 2-methyl ether;Alizarin-2-methyl ether","CHEBI_2575"
"Alizarin-2-methyl ether","CHEBI_2575"
"1-Hydroxy-2-methoxyanthraquinoneAlizarin 2-methyl ether","CHEBI_2575"
"Ardisianone","CHEBI_2812"
"Aloin;Aloin A;Barbaloin","CHEBI_2991"
"Aloin","CHEBI_2991"
"Aloin A","CHEBI_2991"
"Barbaloin","CHEBI_2991"
"Chrysazin","CHEBI_3682"
"Coleon A;(-)-Coleon A;Coleone A","CHEBI_3812"
"(-)-Coleon A","CHEBI_3812"
"Coleon A","CHEBI_3812"
"Coleone A","CHEBI_3812"
"Embelin","CHEBI_4778"
"1-O-beta-D-glucopyranosyl emodin;Emodin 1-beta-D-glucopyranoside","CHEBI_4783"
"1-O-beta-D-glucopyranosyl emodin","CHEBI_4783"
"Emodin 1-beta-D-glucopyranoside","CHEBI_4783"
"Isodiospyrin","CHEBI_6002"
"2-Isoprenylemodin","CHEBI_1177"
"Lawsone","CHEBI_44401"
"(1S,3R)-Nanaomycin A","CHEBI_48202"
"Pseudohypericin","CHEBI_8605"
"Purpurin 1-methyl ether","CHEBI_8646"
"Rapanone","CHEBI_8779"
"Astringin;(E)-Astringin;3,4,3',5'-Tetrahydroxystilbene 3'-glucoside","CHEBI_2899"
"(E)-Astringin","CHEBI_2899"
"3,4,3',5'-Tetrahydroxystilbene 3'-glucoside","CHEBI_2899"
"Astringin","CHEBI_2899"
"Glepidotin C","CHEBI_5382"
"Phyllodulcin","CHEBI_8179"
"Piceid;Resveratrol 3-O-beta-glucopyranoside;3,3',4,5'-Tetrahydroxystilbene 3-O-beta-D-glucopyranoside","CHEBI_8198"
"Piceid","CHEBI_8198"
"Resveratrol 3-O-beta-glucopyranoside","CHEBI_8198"
"3,3',4,5'-Tetrahydroxystilbene 3-O-beta-D-glucopyranoside","CHEBI_8198"
"Pinosylvin methyl ether;3-Hydroxy-5-methoxystilbene","CHEBI_8227"
"3-Hydroxy-5-methoxystilbene","CHEBI_8227"
"Pinosylvin methyl ether","CHEBI_8227"
"4-Prenyldihydropinosylvin;3,5-Dihydroxy-4-(3-methyl-2-butenyl)bibenzyl","CHEBI_1926"
"3,5-Dihydroxy-4-(3-methyl-2-butenyl)bibenzyl","CHEBI_1926"
"4-Prenyldihydropinosylvin","CHEBI_1926"
"Pterostilbene;3,5-Dimethoxy-4'-hydroxystilbene","CHEBI_8630"
"3,5-Dimethoxy-4'-hydroxystilbene","CHEBI_8630"
"Pterostilbene","CHEBI_8630"
"Afzelechin-(4alpha->8)-afzelechin  ","CHEBI_2508"
"Coriariin A","CHEBI_3883"
"Corilagin","CHEBI_3884"
"Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate","CHEBI_4807"
"Geraniin","CHEBI_5328"
"Pedunculagin","CHEBI_7948"
"1,2,3,4-Tetragalloyl-alpha-D-glucose","CHEBI_479"
"Bellidifolin;1,5,8-Trihydroxy-3-methoxyxanthone","CHEBI_3008"
"1,5,8-Trihydroxy-3-methoxyxanthone","CHEBI_3008"
"Bellidifolin","CHEBI_3008"
"1,5-Dihydroxy-3-methoxyxanthone;Mesuaxanthone A","CHEBI_6785"
"1,5-Dihydroxy-3-methoxyxanthone","CHEBI_6785"
"Mesuaxanthone A","CHEBI_6785"
"Mesuaxanthone B","CHEBI_6786"
"Norlichexanthone;3,6,8-Trihydroxy-1-methylxanthone","CHEBI_7632"
"3,6,8-Trihydroxy-1-methylxanthone","CHEBI_7632"
"Norlichexanthone","CHEBI_7632"
"Norswertianin;1,3,7,8-Tetrahydroxanthone","CHEBI_7637"
"1,3,7,8-Tetrahydroxanthone","CHEBI_7637"
"Norswertianin","CHEBI_7637"
"Bergenin","CHEBI_69499"
"Cyperine","CHEBI_4041"
"5,6-Dehydrokawain","CHEBI_1995"
"Euglobal-Ia1","CHEBI_4919"
"Flossonol","CHEBI_5096"
"Haemaocorin","CHEBI_5602"
"(+)-8-Hydroxycalamenene","CHEBI_8"
"Stypandrol","CHEBI_9294"
"Vismione D","CHEBI_10000"
"Zearalenone","CHEBI_10106"
"Zinnolide","CHEBI_10118"
"Chrysanthemic acid","CHEBI_39100"
"(E)-Citral;(E)-alpha-Citral;Geranial","CHEBI_16980"
"(E)-Citral","CHEBI_16980"
"(E)-alpha-Citral","CHEBI_16980"
"Geranial","CHEBI_16980"
"(+)-Fenchone;Fenchone","CHEBI_4999"
"(+)-Fenchone","CHEBI_4999"
"Fenchone","CHEBI_4999"
"(+)-Piperitone","CHEBI_41"
"Piquerol A","CHEBI_8244"
"beta-Thujaplicin","CHEBI_10447"
"(R)-(+)-Verbenone;Verbenone","CHEBI_78315"
"(R)-(+)-Verbenone","CHEBI_78315"
"Verbenone","CHEBI_78315"
"Didrovaltratum","CHEBI_4517"
"Gardenoside","CHEBI_5277"
"Gentiopicrin;Gentiopicroside","CHEBI_5321"
"Gentiopicrin","CHEBI_5321"
"Gentiopicroside","CHEBI_5321"
"cis-trans-Nepetalactone","CHEBI_7518"
"Oleuropein","CHEBI_7747"
"Paederoside","CHEBI_7888"
"Specionin","CHEBI_9214"
"Buddledin A","CHEBI_3206"
"(E)-Caryophyllene;(-)-(E)-Caryophyllene;(E)-beta-Caryophyllene;Caryophyllene;beta-Caryophyllene","CHEBI_10357"
"(-)-(E)-Caryophyllene","CHEBI_10357"
"(E)-Caryophyllene","CHEBI_10357"
"(E)-beta-Caryophyllene","CHEBI_10357"
"Caryophyllene","CHEBI_10357"
"beta-Caryophyllene","CHEBI_10357"
"Cedr-8-ene;(-)-Cedrene;alpha-Cedrene","CHEBI_10216"
"(-)-Cedrene","CHEBI_10216"
"Cedr-8-ene","CHEBI_10216"
"alpha-Cedrene","CHEBI_10216"
"Nerolidol","CHEBI_7524"
"Isoalantolactone;Isoallantolactone;Isohelenin","CHEBI_5981"
"Isoalantolactone","CHEBI_5981"
"Isoallantolactone","CHEBI_5981"
"Isohelenin","CHEBI_5981"
"Microhelenin A","CHEBI_6926"
"Molephantin","CHEBI_6962"
"Mezerein","CHEBI_6918"
"Portulal","CHEBI_8343"
"Strigol","CHEBI_9290"
"Lutein;(all-E)-Lutein;(3R,3'R,6'R)-beta,epsilon-Carotene-3,3'-diol;all-trans-(+)-Xanthophyll","CHEBI_28838"
"(3R,3'R,6'R)-beta,epsilon-Carotene-3,3'-diol","CHEBI_28838"
"(all-E)-Lutein","CHEBI_28838"
"Lutein","CHEBI_28838"
"all-trans-(+)-Xanthophyll","CHEBI_28838"
"7,4'-Dihydroxyflavone","CHEBI_29503"
"Baicalein 5,6,7-trimethyl ether","CHEBI_2980"
"Eupatilin;2-(3,4-Dimethoxyphenyl)-5,7-dihydroxy-6-methoxy-4H-1-benzopyran-4-one","CHEBI_4932"
"Eupatilin","CHEBI_4932"
"2-(3,4-Dimethoxyphenyl)-5,7-dihydroxy-6-methoxy-4H-1-benzopyran-4-one","CHEBI_4932"
"Xanthomicrol;5-Hydroxy-2-(4-hydroxyphenyl)-6,7,8-trimethoxy-4H-1-benzopyran-4-one","CHEBI_35047"
"Xanthomicrol","CHEBI_35047"
"5-Hydroxy-2-(4-hydroxyphenyl)-6,7,8-trimethoxy-4H-1-benzopyran-4-one","CHEBI_35047"
"6-Hydroxyluteolin 6-methyl ether;Pedalitin;3',4',5,6-Tetrahydroxy-7-methoxyflavone;2-(3,4-Dihydroxyphenyl)-5,6-dihydroxy-7-methoxy-4H-1-benzopyran-4-one","CHEBI_7947"
"2-(3,4-Dihydroxyphenyl)-5,6-dihydroxy-7-methoxy-4H-1-benzopyran-4-one","CHEBI_7947"
"3',4',5,6-Tetrahydroxy-7-methoxyflavone","CHEBI_7947"
"6-Hydroxyluteolin 6-methyl ether","CHEBI_7947"
"Pedalitin","CHEBI_7947"
"Fisetin;3,3',4',7-Tetrahydroxyflavone;2-(3,4-Dihydroxyphenyl)-3,7-dihydroxy-4H-1-benzopyran-4-one","CHEBI_42567"
"3,3',4',7-Tetrahydroxyflavone","CHEBI_42567"
"Fisetin","CHEBI_42567"
"2-(3,4-Dihydroxyphenyl)-3,7-dihydroxy-4H-1-benzopyran-4-one","CHEBI_42567"
"Morin;3,5,7,2',4'-Pentahydroxyflavonol;2-(2,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one","CHEBI_75092"
"3,5,7,2',4'-Pentahydroxyflavonol","CHEBI_75092"
"Morin","CHEBI_75092"
"2-(2,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one","CHEBI_75092"
"Quercetin 3-O-methyl ether;Quercetin 3-methyl ether","CHEBI_16860"
"Quercetin 3-O-methyl ether","CHEBI_16860"
"Quercetin 3-methyl ether","CHEBI_16860"
"Patuletin;3,5,7,3',4'-Pentahydroxy-6-methoxyflavone;6-Methoxyquercetin;2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-6-methoxy-4H-1-benzopyran-4-one","CHEBI_75164"
"3,5,7,3',4'-Pentahydroxy-6-methoxyflavone","CHEBI_75164"
"6-Methoxyquercetin","CHEBI_75164"
"Patuletin","CHEBI_75164"
"2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-6-methoxy-4H-1-benzopyran-4-one","CHEBI_75164"
"Afzelin;Kaempferol 3-O-alpha-rhamnoside;Kaempferol 3-O-alpha-L-rhamnopyranoside;Kaempferol-3-rhamnoside;Kaempherol 3-O-alpha-rhamnoside","CHEBI_80790"
"Afzelin","CHEBI_80790"
"Kaempferol 3-O-alpha-L-rhamnopyranoside","CHEBI_80790"
"Kaempferol 3-O-alpha-rhamnoside","CHEBI_80790"
"Kaempferol-3-rhamnoside","CHEBI_80790"
"Kaempherol 3-O-alpha-rhamnoside","CHEBI_80790"
"Robinin","CHEBI_8878"
"Hyperin;Hyperoside;Quercetin 3-O-beta-D-galactopyranoside;Quercetin 3-O-beta-D-galactoside;Quercetin 3-O-galactoside;Quercetin 3-beta-galactopyranoside","CHEBI_67486"
"Hyperin","CHEBI_67486"
"Hyperoside","CHEBI_67486"
"Quercetin 3-O-beta-D-galactopyranoside","CHEBI_67486"
"Quercetin 3-O-beta-D-galactoside","CHEBI_67486"
"Quercetin 3-O-galactoside","CHEBI_67486"
"Quercetin 3-beta-galactopyranoside","CHEBI_67486"
"Quercimeritrin;Quercetin 7-O-beta-D-glucoside;Quercetin 7-glucoside","CHEBI_28529"
"Quercetin 7-O-beta-D-glucoside","CHEBI_28529"
"Quercetin 7-glucoside","CHEBI_28529"
"Quercimeritrin","CHEBI_28529"
"Rutin;Birutan;Quercetin 3-O-alpha-L-rhamnopyranosyl-(1->6)-beta-D-glucopyranoside;Quercetin 3-O-beta-rutinoside;(+)-Quercetin 3-O-beta-rutinoside;Quercetin 3-O-rutinoside;(+)-Quercetin 3-O-rutinoside;3,3',4',5,7-Pentahydroxyflavone 3-rutinoside;3-Rutinosylquercetin","CHEBI_28527"
"(+)-Quercetin 3-O-beta-rutinoside","CHEBI_28527"
"(+)-Quercetin 3-O-rutinoside","CHEBI_28527"
"3,3',4',5,7-Pentahydroxyflavone 3-rutinoside","CHEBI_28527"
"3-Rutinosylquercetin","CHEBI_28527"
"Quercetin 3-O-alpha-L-rhamnopyranosyl-(1->6)-beta-D-glucopyranoside","CHEBI_28527"
"Birutan","CHEBI_28527"
"Quercetin 3-O-beta-rutinoside","CHEBI_28527"
"Quercetin 3-O-rutinoside","CHEBI_28527"
"Rutin","CHEBI_28527"
"Puerarin;Kakonein","CHEBI_8633"
"Kakonein","CHEBI_8633"
"Puerarin","CHEBI_8633"
"Idaein;Cyanidin 3-galactoside;Cyanidin 3-O-galactoside;Cyanidin 3-O-beta-D-galactopyranoside","CHEBI_27475"
"Cyanidin 3-O-beta-D-galactopyranoside","CHEBI_27475"
"Cyanidin 3-O-galactoside","CHEBI_27475"
"Cyanidin 3-galactoside","CHEBI_27475"
"Idaein","CHEBI_27475"
"Isoliquiritigenin","CHEBI_310312"
"Leucocyanidin;(+)-2,3-trans-3,4-cis-3,4,5,7,3',4'-hexahydroxyflavan","CHEBI_11412"
"(+)-2,3-trans-3,4-cis-3,4,5,7,3',4'-hexahydroxyflavan","CHEBI_11412"
"Leucocyanidin","CHEBI_11412"
"2-Phenylethylglucosinolate;Gluconasturtiin","CHEBI_79347"
"2-Phenylethylglucosinolate","CHEBI_79347"
"Gluconasturtiin","CHEBI_79347"
"4-Hydroxyphenylpyruvate;p-Hydroxyphenylpyruvic acid","CHEBI_15999"
"4-Hydroxyphenylpyruvate","CHEBI_15999"
"p-Hydroxyphenylpyruvic acid","CHEBI_15999"
"Glucoraphanin;4-Methylsulphinylbutyl glucosinolate","CHEBI_79311"
"4-Methylsulphinylbutyl glucosinolate","CHEBI_79311"
"Glucoraphanin","CHEBI_79311"
"Gluconapin;3-Butyl glucosinolate","CHEBI_79319"
"3-Butyl glucosinolate","CHEBI_79319"
"Gluconapin","CHEBI_79319"
"(-)-Farrerol;Farrerol","CHEBI_67897"
"(-)-Farrerol","CHEBI_67897"
"Farrerol","CHEBI_67897"
"Glepidotin B","CHEBI_5381"
"Glyceollin III","CHEBI_52086"
"o-Cymol;0-Isopropyltoluene;1-Isopropyl-2-methylbenzene","CHEBI_89263"
"0-Isopropyltoluene","CHEBI_89263"
"1-Isopropyl-2-methylbenzene","CHEBI_89263"
"o-Cymol","CHEBI_89263"
"Ellagic acid;Gallogen;Alizarin yellow;Elagostasine","CHEBI_4775"
"Alizarin yellow","CHEBI_4775"
"Elagostasine","CHEBI_4775"
"Ellagic acid","CHEBI_4775"
"Gallogen","CHEBI_4775"
"(-)-Aspidospermine;Aspidospermine","CHEBI_28463"
"(-)-Aspidospermine","CHEBI_28463"
"Aspidospermine","CHEBI_28463"
"alpha-Terpineol","CHEBI_22469"
"alpha-Terpineol","CHEBI_300"
"Deoxycholic acid;3alpha,12alpha-Dihydroxy-5beta-cholanoic acid","CHEBI_28834"
"3alpha,12alpha-Dihydroxy-5beta-cholanoic acid","CHEBI_28834"
"Deoxycholic acid","CHEBI_28834"
"3-Octanone","CHEBI_80946"
"Nonane;n-Nonane","CHEBI_32892"
"Nonane","CHEBI_32892"
"n-Nonane","CHEBI_32892"
"Gibberellin A5;GA5","CHEBI_29598"
"GA5","CHEBI_29598"
"Gibberellin A5","CHEBI_29598"
"Gibberellin A37;GA37","CHEBI_29596"
"GA37","CHEBI_29596"
"Gibberellin A37","CHEBI_29596"
"Glucobrassicin;Glucobrassicine;3-Indolylmethylglucosinolate","CHEBI_29028"
"3-Indolylmethylglucosinolate","CHEBI_29028"
"Glucobrassicin","CHEBI_29028"
"Glucobrassicine","CHEBI_29028"
"(-)-Camphor","CHEBI_36773"
"trans-Cinnamic acid;trans-Cinnamate","CHEBI_35697"
"trans-Cinnamate","CHEBI_35697"
"trans-Cinnamic acid","CHEBI_35697"
"Brassinolide","CHEBI_28277"
"Salicylic acid;2-Carboxyphenol;Saligel;Salonil;o-Hydroxybenzoic acid","CHEBI_16914"
"2-Carboxyphenol","CHEBI_16914"
"Salicylic acid","CHEBI_16914"
"Saligel","CHEBI_16914"
"Salonil","CHEBI_16914"
"o-Hydroxybenzoic acid","CHEBI_16914"
"Nicotinic acid","CHEBI_15940"
"Nicotinamide;Vitamin B","CHEBI_17154"
"Nicotinamide","CHEBI_17154"
"Vitamin B","CHEBI_17154"
"Methyl jasmonate","CHEBI_15929"
"Chrysartemin A;Canin","CHEBI_3356"
"Canin","CHEBI_3356"
"Chrysartemin A","CHEBI_3356"
"Chlorochrymorin","CHEBI_3624"
"Xenognosin B;2'-Hydroxyformononetin;7,2'-Dihydroxy-4'-methoxyisoflavone","CHEBI_17678"
"2'-Hydroxyformononetin","CHEBI_17678"
"7,2'-Dihydroxy-4'-methoxyisoflavone","CHEBI_17678"
"Xenognosin B","CHEBI_17678"
"Seselin;Amyrolin;Seseline","CHEBI_69040"
"Amyrolin","CHEBI_69040"
"Seselin","CHEBI_69040"
"Seseline","CHEBI_69040"
"Dihydroasparagusic acid","CHEBI_17919"
"Elephantopin","CHEBI_4773"
"Cyclohexylcarboxylic acid;Hexahydrobenzoic acid","CHEBI_36096"
"Cyclohexylcarboxylic acid","CHEBI_36096"
"Hexahydrobenzoic acid","CHEBI_36096"
"Bergaptan;Bergapten","CHEBI_18293"
"Bergaptan","CHEBI_18293"
"Bergapten","CHEBI_18293"
"(+)-Sesamin","CHEBI_66470"
"(+)-Yangambin","CHEBI_10088"
"(+)-Pisatin;6a-Hydroxy-3-methoxy-8,9-methylenedioxypterocarpan","CHEBI_67347"
"(+)-Pisatin","CHEBI_67347"
"6a-Hydroxy-3-methoxy-8,9-methylenedioxypterocarpan","CHEBI_67347"
"Justicidin A","CHEBI_6093"
"(-)-Burseran","CHEBI_3222"
"Phenylacetic acid","CHEBI_30745"
"Limonene","CHEBI_15384"
"ent-Kaur-16-en-19-oic acid;ent-Kaurenoic acid;Cunabic acid","CHEBI_15417"
"Cunabic acid","CHEBI_15417"
"ent-Kaur-16-en-19-oic acid","CHEBI_15417"
"ent-Kaurenoic acid","CHEBI_15417"
"Betagarin","CHEBI_27679"
"7,4'-Dihydroxy-8-methylflavan","CHEBI_2245"
"(2R,3R)-fustin","CHEBI_5202"
"Homoeriodictyol","CHEBI_74960"
"7-Hydroxyflavan","CHEBI_2267"
"Kolaflavanone","CHEBI_28521"
"6-Methoxyaromadendrin 3-O-acetate;3,5,7,4'-Tetrahydroxy-6-methoxyflavanone 3-acetate","CHEBI_2210"
"3,5,7,4'-Tetrahydroxy-6-methoxyflavanone 3-acetate","CHEBI_2210"
"6-Methoxyaromadendrin 3-O-acetate","CHEBI_2210"
"6-Prenylnaringenin","CHEBI_27566"
"Sophoranone;(-)-Sophoranone","CHEBI_9199"
"(-)-Sophoranone","CHEBI_9199"
"Sophoranone","CHEBI_9199"
"Theasinensin A","CHEBI_9518"
"Uvaretin","CHEBI_9915"
"Apiin","CHEBI_15932"
"Baicalein;Noroxylin;5,6,7-Trihydroxyflavone","CHEBI_2979"
"5,6,7-Trihydroxyflavone","CHEBI_2979"
"Baicalein","CHEBI_2979"
"Noroxylin","CHEBI_2979"
"Glepidotin A","CHEBI_5380"
"Morusin;Mulberrochromene;2-(2,4-Dihydroxyphenyl)-5-hydroxy-8,8-dimethyl-3-(3-methyl-2-butenyl)-4H,8H-benzo[1,2-b:3,4-b']dipyran-4-one","CHEBI_7005"
"Morusin","CHEBI_7005"
"Mulberrochromene","CHEBI_7005"
"2-(2,4-Dihydroxyphenyl)-5-hydroxy-8,8-dimethyl-3-(3-methyl-2-butenyl)-4H,8H-benzo[1,2-b:3,4-b']dipyran-4-one","CHEBI_7005"
"Myricetin","CHEBI_18152"
"Nobiletin;3',4',5,6,7,8-Hexamethoxyflavone","CHEBI_7602"
"3',4',5,6,7,8-Hexamethoxyflavone","CHEBI_7602"
"Nobiletin","CHEBI_7602"
"Orientin;8-beta-D-Glucopyranosyl-3',4',5,7-tetrahydroxyflavone;Luteolin 8-C-beta-D-glucopyranoside;Lutexin","CHEBI_7781"
"Luteolin 8-C-beta-D-glucopyranoside","CHEBI_7781"
"Lutexin","CHEBI_7781"
"Orientin","CHEBI_7781"
"8-beta-D-Glucopyranosyl-3',4',5,7-tetrahydroxyflavone","CHEBI_7781"
"Santin","CHEBI_9024"
"Tambulin","CHEBI_9395"
"Vitexin;8-D-Glucosyl-4',5,7-trihydroxyflavone;Apigenin 8-C-glucoside;8-beta-D-Glucopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one","CHEBI_16954"
"8-D-Glucosyl-4',5,7-trihydroxyflavone","CHEBI_16954"
"Apigenin 8-C-glucoside","CHEBI_16954"
"Vitexin","CHEBI_16954"
"8-beta-D-Glucopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one","CHEBI_16954"
"Wogonin;5,7-Dihydroxy-8-methoxyflavone","CHEBI_10043"
"5,7-Dihydroxy-8-methoxyflavone","CHEBI_10043"
"Wogonin","CHEBI_10043"
"beta-D-Glucosamine;2-Amino-2-deoxy-beta-D-glucopyranose","CHEBI_28393"
"2-Amino-2-deoxy-beta-D-glucopyranose","CHEBI_28393"
"beta-D-Glucosamine","CHEBI_28393"
"alpha-D-Mannopyranose;alpha-D-Mannose","CHEBI_28729"
"alpha-D-Mannopyranose;alpha-D-Mannose","CHEBI_4208"
"alpha-D-Mannopyranose","CHEBI_28729"
"alpha-D-Mannopyranose","CHEBI_4208"
"alpha-D-Mannose","CHEBI_28729"
"alpha-D-Mannose","CHEBI_4208"
"(+)-Quercitol","CHEBI_27371"
"D-Glucitol;(-)-Sorbitol;D-Sorbitol;Sorbitol","CHEBI_17924"
"(-)-Sorbitol","CHEBI_17924"
"D-Glucitol","CHEBI_17924"
"D-Sorbitol","CHEBI_17924"
"Sorbitol","CHEBI_17924"
"Adipic acid","CHEBI_30832"
"Glyoxylic acid","CHEBI_16891"
"3-Hydroxy-3-methylglutaric acid","CHEBI_16831"
"Arachidic acid;Eicosanoic acid","CHEBI_28822"
"Arachidic acid","CHEBI_28822"
"Eicosanoic acid","CHEBI_28822"
"Erucic acid;cis-13-Docosenoic acid","CHEBI_28792"
"Erucic acid","CHEBI_28792"
"cis-13-Docosenoic acid","CHEBI_28792"
"alpha-Licanic acid","CHEBI_28771"
"Linoleic acid;(Z,Z)-9,12-Octadecadienoic acid","CHEBI_17351"
"(Z,Z)-9,12-Octadecadienoic acid","CHEBI_17351"
"Linoleic acid","CHEBI_17351"
"Sterculic acid","CHEBI_9261"
"Methyl mercaptan","CHEBI_16007"
"Triacontan-1-ol;n-Triacontanol","CHEBI_28409"
"Triacontan-1-ol","CHEBI_28409"
"n-Triacontanol","CHEBI_28409"
"5-(3-Buten-1-ynyl)2,2'-bithienyl","CHEBI_2015"
"Cicutoxin","CHEBI_3695"
"Ichthyotherol","CHEBI_5861"
"(E,E,E)-N-(2-Methylproyl)hexadeca-2,6,8-trien-10-ynamide","CHEBI_282"
"Bullatacinone","CHEBI_3212"
"14-Dihydroxycornestin;Cornexistin","CHEBI_756"
"14-Dihydroxycornestin","CHEBI_756"
"Cornexistin","CHEBI_756"
"Pinolidoxin","CHEBI_8223"
